ID,REF_DATE,GEO,NHPI,VALUE,,,
15104,1991-06-01,Calgary: Alberta,House only,31.9,,,
15105,1991-06-01,Calgary: Alberta,Land only,33.4,,,
15106,1991-06-01,Edmonton: Alberta,Total (house and land),44.6,,,
15107,1991-06-01,Edmonton: Alberta,House only,45.2,,,
15108,1991-06-01,Edmonton: Alberta,Land only,43.9,,,
15109,1991-06-01,British Columbia,Total (house and land),82.9,,,
15110,1991-06-01,British Columbia,House only,94.1,,,
15111,1991-06-01,British Columbia,Land only,70.1,,,
15112,1991-06-01,Kelowna: British Columbia,Total (house and land),0,,,
15113,1991-06-01,Kelowna: British Columbia,House only,0,,,
15114,1991-06-01,Kelowna: British Columbia,Land only,0,,,
15115,1991-06-01,Vancouver: British Columbia,Total (house and land),80.1,,,
15116,1991-06-01,Vancouver: British Columbia,House only,88.4,,,
15117,1991-06-01,Vancouver: British Columbia,Land only,72.7,,,
15118,1991-06-01,Victoria: British Columbia,Total (house and land),111.9,,,
15119,1991-06-01,Victoria: British Columbia,House only,166.3,,,
15120,1991-06-01,Victoria: British Columbia,Land only,55.3,,,
15121,1991-07-01,Canada,Total (house and land),56.3,,,
15122,1991-07-01,Canada,House only,52.4,,,
15123,1991-07-01,Canada,Land only,64.3,,,
15124,1991-07-01,Atlantic Region,Total (house and land),59.1,,,
15125,1991-07-01,Atlantic Region,House only,60.4,,,
15126,1991-07-01,Atlantic Region,Land only,54.5,,,
15127,1991-07-01,Newfoundland and Labrador,Total (house and land),49.6,,,
15128,1991-07-01,Newfoundland and Labrador,House only,50.8,,,
15129,1991-07-01,Newfoundland and Labrador,Land only,46,,,
15130,1991-07-01,St. John's: Newfoundland and Labrador,Total (house and land),49.6,,,
15131,1991-07-01,St. John's: Newfoundland and Labrador,House only,50.8,,,
15132,1991-07-01,St. John's: Newfoundland and Labrador,Land only,46,,,
15133,1991-07-01,Prince Edward Island,Total (house and land),0,,,
15134,1991-07-01,Prince Edward Island,House only,0,,,
15135,1991-07-01,Prince Edward Island,Land only,0,,,
15136,1991-07-01,Charlottetown: Prince Edward Island,Total (house and land),0,,,
15137,1991-07-01,Charlottetown: Prince Edward Island,House only,0,,,
15138,1991-07-01,Charlottetown: Prince Edward Island,Land only,0,,,
15139,1991-07-01,Nova Scotia,Total (house and land),55.7,,,
15140,1991-07-01,Nova Scotia,House only,54.3,,,
15141,1991-07-01,Nova Scotia,Land only,59.8,,,
15142,1991-07-01,Halifax: Nova Scotia,Total (house and land),55.7,,,
15143,1991-07-01,Halifax: Nova Scotia,House only,54.3,,,
15144,1991-07-01,Halifax: Nova Scotia,Land only,59.8,,,
15145,1991-07-01,New Brunswick,Total (house and land),82.5,,,
15146,1991-07-01,New Brunswick,House only,84.4,,,
15147,1991-07-01,New Brunswick,Land only,77.7,,,
15148,1991-07-01,Saint John: Fredericton: and Moncton: New Brunswick,Total (house and land),82.5,,,
15149,1991-07-01,Saint John: Fredericton: and Moncton: New Brunswick,House only,84.4,,,
15150,1991-07-01,Saint John: Fredericton: and Moncton: New Brunswick,Land only,77.7,,,
15151,1991-07-01,Quebec,Total (house and land),53.8,,,
15152,1991-07-01,Quebec,House only,54.9,,,
15153,1991-07-01,Quebec,Land only,50.9,,,
15154,1991-07-01,Quebec: Quebec,Total (house and land),56.1,,,
15155,1991-07-01,Quebec: Quebec,House only,62.5,,,
15156,1991-07-01,Quebec: Quebec,Land only,43.1,,,
15157,1991-07-01,Sherbrooke: Quebec,Total (house and land),0,,,
15158,1991-07-01,Sherbrooke: Quebec,House only,0,,,
15159,1991-07-01,Sherbrooke: Quebec,Land only,0,,,
15160,1991-07-01,Trois-Rivieres: Quebec,Total (house and land),0,,,
15161,1991-07-01,Trois-Rivieres: Quebec,House only,0,,,
15162,1991-07-01,Trois-Rivieres: Quebec,Land only,0,,,
15163,1991-07-01,Montreal: Quebec,Total (house and land),53.4,,,
15164,1991-07-01,Montreal: Quebec,House only,53.5,,,
15165,1991-07-01,Montreal: Quebec,Land only,53.4,,,
15166,1991-07-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Total (house and land),0,,,
15167,1991-07-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,House only,0,,,
15168,1991-07-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Land only,0,,,
15169,1991-07-01,Ontario,Total (house and land),56.4,,,
15170,1991-07-01,Ontario,House only,47,,,
15171,1991-07-01,Ontario,Land only,81.7,,,
15172,1991-07-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Total (house and land),55.1,,,
15173,1991-07-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,House only,50.8,,,
15174,1991-07-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Land only,78.8,,,
15175,1991-07-01,Oshawa: Ontario,Total (house and land),0,,,
15176,1991-07-01,Oshawa: Ontario,House only,0,,,
15177,1991-07-01,Oshawa: Ontario,Land only,0,,,
15178,1991-07-01,Toronto: Ontario,Total (house and land),54.3,,,
15179,1991-07-01,Toronto: Ontario,House only,42.7,,,
15180,1991-07-01,Toronto: Ontario,Land only,83.1,,,
15181,1991-07-01,Hamilton: Ontario,Total (house and land),59.1,,,
15182,1991-07-01,Hamilton: Ontario,House only,51.2,,,
15183,1991-07-01,Hamilton: Ontario,Land only,77.7,,,
15184,1991-07-01,St. Catharines-Niagara: Ontario,Total (house and land),58.1,,,
15185,1991-07-01,St. Catharines-Niagara: Ontario,House only,53.5,,,
15186,1991-07-01,St. Catharines-Niagara: Ontario,Land only,70.9,,,
15187,1991-07-01,Kitchener-Cambridge-Waterloo: Ontario,Total (house and land),63.5,,,
15188,1991-07-01,Kitchener-Cambridge-Waterloo: Ontario,House only,56.2,,,
15189,1991-07-01,Kitchener-Cambridge-Waterloo: Ontario,Land only,85.3,,,
15190,1991-07-01,Guelph: Ontario,Total (house and land),0,,,
15191,1991-07-01,Guelph: Ontario,House only,0,,,
15192,1991-07-01,Guelph: Ontario,Land only,0,,,
15193,1991-07-01,London: Ontario,Total (house and land),62.4,,,
15194,1991-07-01,London: Ontario,House only,55.4,,,
15195,1991-07-01,London: Ontario,Land only,93.7,,,
15196,1991-07-01,Windsor: Ontario,Total (house and land),86.8,,,
15197,1991-07-01,Windsor: Ontario,House only,88.6,,,
15198,1991-07-01,Windsor: Ontario,Land only,82.8,,,
15199,1991-07-01,Greater Sudbury: Ontario,Total (house and land),84.4,,,
15200,1991-07-01,Greater Sudbury: Ontario,House only,85.3,,,
15201,1991-07-01,Greater Sudbury: Ontario,Land only,80.3,,,
15202,1991-07-01,Prairie Region,Total (house and land),36.4,,,
15203,1991-07-01,Prairie Region,House only,36.6,,,
15204,1991-07-01,Prairie Region,Land only,36.5,,,
15205,1991-07-01,Manitoba,Total (house and land),38.9,,,
15206,1991-07-01,Manitoba,House only,41.3,,,
15207,1991-07-01,Manitoba,Land only,32.8,,,
15208,1991-07-01,Winnipeg: Manitoba,Total (house and land),38.9,,,
15209,1991-07-01,Winnipeg: Manitoba,House only,41.3,,,
15210,1991-07-01,Winnipeg: Manitoba,Land only,32.8,,,
15211,1991-07-01,Saskatchewan,Total (house and land),33.2,,,
15212,1991-07-01,Saskatchewan,House only,33.1,,,
15213,1991-07-01,Saskatchewan,Land only,33.3,,,
15214,1991-07-01,Regina: Saskatchewan,Total (house and land),27,,,
15215,1991-07-01,Regina: Saskatchewan,House only,26.7,,,
15216,1991-07-01,Regina: Saskatchewan,Land only,28.1,,,
15217,1991-07-01,Saskatoon: Saskatchewan,Total (house and land),39.4,,,
15218,1991-07-01,Saskatoon: Saskatchewan,House only,40.4,,,
15219,1991-07-01,Saskatoon: Saskatchewan,Land only,37.4,,,
15220,1991-07-01,Alberta,Total (house and land),36.4,,,
15221,1991-07-01,Alberta,House only,36.4,,,
15222,1991-07-01,Alberta,Land only,37,,,
15223,1991-07-01,Calgary: Alberta,Total (house and land),31.9,,,
15224,1991-07-01,Calgary: Alberta,House only,31.6,,,
15225,1991-07-01,Calgary: Alberta,Land only,33.2,,,
15226,1991-07-01,Edmonton: Alberta,Total (house and land),44.6,,,
15227,1991-07-01,Edmonton: Alberta,House only,45.1,,,
15228,1991-07-01,Edmonton: Alberta,Land only,43.9,,,
15229,1991-07-01,British Columbia,Total (house and land),84.1,,,
15230,1991-07-01,British Columbia,House only,94.8,,,
15231,1991-07-01,British Columbia,Land only,72,,,
15232,1991-07-01,Kelowna: British Columbia,Total (house and land),0,,,
15233,1991-07-01,Kelowna: British Columbia,House only,0,,,
15234,1991-07-01,Kelowna: British Columbia,Land only,0,,,
15235,1991-07-01,Vancouver: British Columbia,Total (house and land),81.4,,,
15236,1991-07-01,Vancouver: British Columbia,House only,89.2,,,
15237,1991-07-01,Vancouver: British Columbia,Land only,75,,,
15238,1991-07-01,Victoria: British Columbia,Total (house and land),111.7,,,
15239,1991-07-01,Victoria: British Columbia,House only,165.7,,,
15240,1991-07-01,Victoria: British Columbia,Land only,55.4,,,
15241,1991-08-01,Canada,Total (house and land),56.2,,,
15242,1991-08-01,Canada,House only,52.3,,,
15243,1991-08-01,Canada,Land only,64.2,,,
15244,1991-08-01,Atlantic Region,Total (house and land),59.1,,,
15245,1991-08-01,Atlantic Region,House only,60.4,,,
15246,1991-08-01,Atlantic Region,Land only,54.5,,,
15247,1991-08-01,Newfoundland and Labrador,Total (house and land),49.6,,,
15248,1991-08-01,Newfoundland and Labrador,House only,50.8,,,
15249,1991-08-01,Newfoundland and Labrador,Land only,46,,,
15250,1991-08-01,St. John's: Newfoundland and Labrador,Total (house and land),49.6,,,
15251,1991-08-01,St. John's: Newfoundland and Labrador,House only,50.8,,,
15252,1991-08-01,St. John's: Newfoundland and Labrador,Land only,46,,,
15253,1991-08-01,Prince Edward Island,Total (house and land),0,,,
15254,1991-08-01,Prince Edward Island,House only,0,,,
15255,1991-08-01,Prince Edward Island,Land only,0,,,
15256,1991-08-01,Charlottetown: Prince Edward Island,Total (house and land),0,,,
15257,1991-08-01,Charlottetown: Prince Edward Island,House only,0,,,
15258,1991-08-01,Charlottetown: Prince Edward Island,Land only,0,,,
15259,1991-08-01,Nova Scotia,Total (house and land),55.7,,,
15260,1991-08-01,Nova Scotia,House only,54.3,,,
15261,1991-08-01,Nova Scotia,Land only,59.8,,,
15262,1991-08-01,Halifax: Nova Scotia,Total (house and land),55.7,,,
15263,1991-08-01,Halifax: Nova Scotia,House only,54.3,,,
15264,1991-08-01,Halifax: Nova Scotia,Land only,59.8,,,
15265,1991-08-01,New Brunswick,Total (house and land),82.6,,,
15266,1991-08-01,New Brunswick,House only,84.4,,,
15267,1991-08-01,New Brunswick,Land only,77.7,,,
15268,1991-08-01,Saint John: Fredericton: and Moncton: New Brunswick,Total (house and land),82.6,,,
15269,1991-08-01,Saint John: Fredericton: and Moncton: New Brunswick,House only,84.4,,,
15270,1991-08-01,Saint John: Fredericton: and Moncton: New Brunswick,Land only,77.7,,,
15271,1991-08-01,Quebec,Total (house and land),53.8,,,
15272,1991-08-01,Quebec,House only,54.8,,,
15273,1991-08-01,Quebec,Land only,51,,,
15274,1991-08-01,Quebec: Quebec,Total (house and land),56.1,,,
15275,1991-08-01,Quebec: Quebec,House only,62.5,,,
15276,1991-08-01,Quebec: Quebec,Land only,43,,,
15277,1991-08-01,Sherbrooke: Quebec,Total (house and land),0,,,
15278,1991-08-01,Sherbrooke: Quebec,House only,0,,,
15279,1991-08-01,Sherbrooke: Quebec,Land only,0,,,
15280,1991-08-01,Trois-Rivieres: Quebec,Total (house and land),0,,,
15281,1991-08-01,Trois-Rivieres: Quebec,House only,0,,,
15282,1991-08-01,Trois-Rivieres: Quebec,Land only,0,,,
15283,1991-08-01,Montreal: Quebec,Total (house and land),53.3,,,
15284,1991-08-01,Montreal: Quebec,House only,53.4,,,
15285,1991-08-01,Montreal: Quebec,Land only,53.6,,,
15286,1991-08-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Total (house and land),0,,,
15287,1991-08-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,House only,0,,,
15288,1991-08-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Land only,0,,,
15289,1991-08-01,Ontario,Total (house and land),56.2,,,
15290,1991-08-01,Ontario,House only,46.7,,,
15291,1991-08-01,Ontario,Land only,81.4,,,
15292,1991-08-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Total (house and land),55,,,
15293,1991-08-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,House only,50.7,,,
15294,1991-08-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Land only,78.8,,,
15295,1991-08-01,Oshawa: Ontario,Total (house and land),0,,,
15296,1991-08-01,Oshawa: Ontario,House only,0,,,
15297,1991-08-01,Oshawa: Ontario,Land only,0,,,
15298,1991-08-01,Toronto: Ontario,Total (house and land),54,,,
15299,1991-08-01,Toronto: Ontario,House only,42.4,,,
15300,1991-08-01,Toronto: Ontario,Land only,82.6,,,
15301,1991-08-01,Hamilton: Ontario,Total (house and land),58.8,,,
15302,1991-08-01,Hamilton: Ontario,House only,50.7,,,
15303,1991-08-01,Hamilton: Ontario,Land only,77.6,,,
15304,1991-08-01,St. Catharines-Niagara: Ontario,Total (house and land),57.9,,,
15305,1991-08-01,St. Catharines-Niagara: Ontario,House only,53.4,,,
15306,1991-08-01,St. Catharines-Niagara: Ontario,Land only,70.6,,,
15307,1991-08-01,Kitchener-Cambridge-Waterloo: Ontario,Total (house and land),63.5,,,
15308,1991-08-01,Kitchener-Cambridge-Waterloo: Ontario,House only,56.2,,,
15309,1991-08-01,Kitchener-Cambridge-Waterloo: Ontario,Land only,85.3,,,
15310,1991-08-01,Guelph: Ontario,Total (house and land),0,,,
15311,1991-08-01,Guelph: Ontario,House only,0,,,
15312,1991-08-01,Guelph: Ontario,Land only,0,,,
15313,1991-08-01,London: Ontario,Total (house and land),62.8,,,
15314,1991-08-01,London: Ontario,House only,55.8,,,
15315,1991-08-01,London: Ontario,Land only,94.3,,,
15316,1991-08-01,Windsor: Ontario,Total (house and land),86.8,,,
15317,1991-08-01,Windsor: Ontario,House only,88.6,,,
15318,1991-08-01,Windsor: Ontario,Land only,82.8,,,
15319,1991-08-01,Greater Sudbury: Ontario,Total (house and land),84.4,,,
15320,1991-08-01,Greater Sudbury: Ontario,House only,85.2,,,
15321,1991-08-01,Greater Sudbury: Ontario,Land only,80.2,,,
15322,1991-08-01,Prairie Region,Total (house and land),36.5,,,
15323,1991-08-01,Prairie Region,House only,36.6,,,
15324,1991-08-01,Prairie Region,Land only,36.7,,,
15325,1991-08-01,Manitoba,Total (house and land),38.8,,,
15326,1991-08-01,Manitoba,House only,41.3,,,
15327,1991-08-01,Manitoba,Land only,32.7,,,
15328,1991-08-01,Winnipeg: Manitoba,Total (house and land),38.8,,,
15329,1991-08-01,Winnipeg: Manitoba,House only,41.3,,,
15330,1991-08-01,Winnipeg: Manitoba,Land only,32.7,,,
15331,1991-08-01,Saskatchewan,Total (house and land),33.3,,,
15332,1991-08-01,Saskatchewan,House only,33.3,,,
15333,1991-08-01,Saskatchewan,Land only,33.3,,,
15334,1991-08-01,Regina: Saskatchewan,Total (house and land),27.2,,,
15335,1991-08-01,Regina: Saskatchewan,House only,26.9,,,
15336,1991-08-01,Regina: Saskatchewan,Land only,28.1,,,
15337,1991-08-01,Saskatoon: Saskatchewan,Total (house and land),39.4,,,
15338,1991-08-01,Saskatoon: Saskatchewan,House only,40.4,,,
15339,1991-08-01,Saskatoon: Saskatchewan,Land only,37.4,,,
15340,1991-08-01,Alberta,Total (house and land),36.6,,,
15341,1991-08-01,Alberta,House only,36.5,,,
15342,1991-08-01,Alberta,Land only,37.3,,,
15343,1991-08-01,Calgary: Alberta,Total (house and land),32.1,,,
15344,1991-08-01,Calgary: Alberta,House only,31.8,,,
15345,1991-08-01,Calgary: Alberta,Land only,33.4,,,
15346,1991-08-01,Edmonton: Alberta,Total (house and land),44.7,,,
15347,1991-08-01,Edmonton: Alberta,House only,45.2,,,
15348,1991-08-01,Edmonton: Alberta,Land only,44.6,,,
15349,1991-08-01,British Columbia,Total (house and land),84.1,,,
15350,1991-08-01,British Columbia,House only,94.8,,,
15351,1991-08-01,British Columbia,Land only,72.2,,,
15352,1991-08-01,Kelowna: British Columbia,Total (house and land),0,,,
15353,1991-08-01,Kelowna: British Columbia,House only,0,,,
15354,1991-08-01,Kelowna: British Columbia,Land only,0,,,
15355,1991-08-01,Vancouver: British Columbia,Total (house and land),81.4,,,
15356,1991-08-01,Vancouver: British Columbia,House only,89.2,,,
15357,1991-08-01,Vancouver: British Columbia,Land only,75,,,
15358,1991-08-01,Victoria: British Columbia,Total (house and land),111.7,,,
15359,1991-08-01,Victoria: British Columbia,House only,165,,,
15360,1991-08-01,Victoria: British Columbia,Land only,55.9,,,
15361,1991-09-01,Canada,Total (house and land),56.2,,,
15362,1991-09-01,Canada,House only,52.3,,,
15363,1991-09-01,Canada,Land only,64.2,,,
15364,1991-09-01,Atlantic Region,Total (house and land),59.2,,,
15365,1991-09-01,Atlantic Region,House only,60.4,,,
15366,1991-09-01,Atlantic Region,Land only,54.5,,,
15367,1991-09-01,Newfoundland and Labrador,Total (house and land),49.6,,,
15368,1991-09-01,Newfoundland and Labrador,House only,50.8,,,
15369,1991-09-01,Newfoundland and Labrador,Land only,46,,,
15370,1991-09-01,St. John's: Newfoundland and Labrador,Total (house and land),49.6,,,
15371,1991-09-01,St. John's: Newfoundland and Labrador,House only,50.8,,,
15372,1991-09-01,St. John's: Newfoundland and Labrador,Land only,46,,,
15373,1991-09-01,Prince Edward Island,Total (house and land),0,,,
15374,1991-09-01,Prince Edward Island,House only,0,,,
15375,1991-09-01,Prince Edward Island,Land only,0,,,
15376,1991-09-01,Charlottetown: Prince Edward Island,Total (house and land),0,,,
15377,1991-09-01,Charlottetown: Prince Edward Island,House only,0,,,
15378,1991-09-01,Charlottetown: Prince Edward Island,Land only,0,,,
15379,1991-09-01,Nova Scotia,Total (house and land),55.7,,,
15380,1991-09-01,Nova Scotia,House only,54.3,,,
15381,1991-09-01,Nova Scotia,Land only,59.8,,,
15382,1991-09-01,Halifax: Nova Scotia,Total (house and land),55.7,,,
15383,1991-09-01,Halifax: Nova Scotia,House only,54.3,,,
15384,1991-09-01,Halifax: Nova Scotia,Land only,59.8,,,
15385,1991-09-01,New Brunswick,Total (house and land),82.6,,,
15386,1991-09-01,New Brunswick,House only,84.4,,,
15387,1991-09-01,New Brunswick,Land only,77.7,,,
15388,1991-09-01,Saint John: Fredericton: and Moncton: New Brunswick,Total (house and land),82.6,,,
15389,1991-09-01,Saint John: Fredericton: and Moncton: New Brunswick,House only,84.4,,,
15390,1991-09-01,Saint John: Fredericton: and Moncton: New Brunswick,Land only,77.7,,,
15391,1991-09-01,Quebec,Total (house and land),53.9,,,
15392,1991-09-01,Quebec,House only,55,,,
15393,1991-09-01,Quebec,Land only,51.3,,,
15394,1991-09-01,Quebec: Quebec,Total (house and land),56.2,,,
15395,1991-09-01,Quebec: Quebec,House only,62.5,,,
15396,1991-09-01,Quebec: Quebec,Land only,43.4,,,
15397,1991-09-01,Sherbrooke: Quebec,Total (house and land),0,,,
15398,1991-09-01,Sherbrooke: Quebec,House only,0,,,
15399,1991-09-01,Sherbrooke: Quebec,Land only,0,,,
15400,1991-09-01,Trois-Rivieres: Quebec,Total (house and land),0,,,
15401,1991-09-01,Trois-Rivieres: Quebec,House only,0,,,
15402,1991-09-01,Trois-Rivieres: Quebec,Land only,0,,,
15403,1991-09-01,Montreal: Quebec,Total (house and land),53.5,,,
15404,1991-09-01,Montreal: Quebec,House only,53.5,,,
15405,1991-09-01,Montreal: Quebec,Land only,53.8,,,
15406,1991-09-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Total (house and land),0,,,
15407,1991-09-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,House only,0,,,
15408,1991-09-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Land only,0,,,
15409,1991-09-01,Ontario,Total (house and land),56.2,,,
15410,1991-09-01,Ontario,House only,46.7,,,
15411,1991-09-01,Ontario,Land only,81.4,,,
15412,1991-09-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Total (house and land),55.2,,,
15413,1991-09-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,House only,50.9,,,
15414,1991-09-01,Ottawa-Gatineau: Ontario part: Ontario/Quebec,Land only,78.8,,,
15415,1991-09-01,Oshawa: Ontario,Total (house and land),0,,,
15416,1991-09-01,Oshawa: Ontario,House only,0,,,
15417,1991-09-01,Oshawa: Ontario,Land only,0,,,
15418,1991-09-01,Toronto: Ontario,Total (house and land),54,,,
15419,1991-09-01,Toronto: Ontario,House only,42.4,,,
15420,1991-09-01,Toronto: Ontario,Land only,82.6,,,
15421,1991-09-01,Hamilton: Ontario,Total (house and land),58.3,,,
15422,1991-09-01,Hamilton: Ontario,House only,50.3,,,
15423,1991-09-01,Hamilton: Ontario,Land only,77.3,,,
15424,1991-09-01,St. Catharines-Niagara: Ontario,Total (house and land),58.1,,,
15425,1991-09-01,St. Catharines-Niagara: Ontario,House only,53.6,,,
15426,1991-09-01,St. Catharines-Niagara: Ontario,Land only,70.6,,,
15427,1991-09-01,Kitchener-Cambridge-Waterloo: Ontario,Total (house and land),63.4,,,
15428,1991-09-01,Kitchener-Cambridge-Waterloo: Ontario,House only,55.9,,,
15429,1991-09-01,Kitchener-Cambridge-Waterloo: Ontario,Land only,85.2,,,
15430,1991-09-01,Guelph: Ontario,Total (house and land),0,,,
15431,1991-09-01,Guelph: Ontario,House only,0,,,
15432,1991-09-01,Guelph: Ontario,Land only,0,,,
15433,1991-09-01,London: Ontario,Total (house and land),62.8,,,
15434,1991-09-01,London: Ontario,House only,55.8,,,
15435,1991-09-01,London: Ontario,Land only,94.3,,,
15436,1991-09-01,Windsor: Ontario,Total (house and land),86.8,,,
15437,1991-09-01,Windsor: Ontario,House only,88.6,,,
15438,1991-09-01,Windsor: Ontario,Land only,82.8,,,
15439,1991-09-01,Greater Sudbury: Ontario,Total (house and land),83.6,,,
15440,1991-09-01,Greater Sudbury: Ontario,House only,84.2,,,
15441,1991-09-01,Greater Sudbury: Ontario,Land only,80.1,,,
15442,1991-09-01,Prairie Region,Total (house and land),36.5,,,
15443,1991-09-01,Prairie Region,House only,36.6,,,
15444,1991-09-01,Prairie Region,Land only,36.7,,,
15445,1991-09-01,Manitoba,Total (house and land),38.6,,,
15446,1991-09-01,Manitoba,House only,41.1,,,
15447,1991-09-01,Manitoba,Land only,32.7,,,
15448,1991-09-01,Winnipeg: Manitoba,Total (house and land),38.6,,,
15449,1991-09-01,Winnipeg: Manitoba,House only,41.1,,,
15450,1991-09-01,Winnipeg: Manitoba,Land only,32.7,,,
15451,1991-09-01,Saskatchewan,Total (house and land),33.3,,,
15452,1991-09-01,Saskatchewan,House only,33.3,,,
15453,1991-09-01,Saskatchewan,Land only,33.3,,,
15454,1991-09-01,Regina: Saskatchewan,Total (house and land),27.2,,,
15455,1991-09-01,Regina: Saskatchewan,House only,26.9,,,
15456,1991-09-01,Regina: Saskatchewan,Land only,28.1,,,
15457,1991-09-01,Saskatoon: Saskatchewan,Total (house and land),39.4,,,
15458,1991-09-01,Saskatoon: Saskatchewan,House only,40.4,,,
15459,1991-09-01,Saskatoon: Saskatchewan,Land only,37.4,,,
15460,1991-09-01,Alberta,Total (house and land),36.6,,,
15461,1991-09-01,Alberta,House only,36.5,,,
15462,1991-09-01,Alberta,Land only,37.3,,,
15463,1991-09-01,Calgary: Alberta,Total (house and land),32.1,,,
15464,1991-09-01,Calgary: Alberta,House only,31.8,,,
15465,1991-09-01,Calgary: Alberta,Land only,33.4,,,
15466,1991-09-01,Edmonton: Alberta,Total (house and land),44.7,,,
15467,1991-09-01,Edmonton: Alberta,House only,45.2,,,
15468,1991-09-01,Edmonton: Alberta,Land only,44.6,,,
15469,1991-09-01,British Columbia,Total (house and land),84.2,,,
15470,1991-09-01,British Columbia,House only,94.9,,,
15471,1991-09-01,British Columbia,Land only,72.2,,,
15472,1991-09-01,Kelowna: British Columbia,Total (house and land),0,,,
15473,1991-09-01,Kelowna: British Columbia,House only,0,,,
15474,1991-09-01,Kelowna: British Columbia,Land only,0,,,
15475,1991-09-01,Vancouver: British Columbia,Total (house and land),81.4,,,
15476,1991-09-01,Vancouver: British Columbia,House only,89.4,,,
15477,1991-09-01,Vancouver: British Columbia,Land only,75,,,
15478,1991-09-01,Victoria: British Columbia,Total (house and land),112,,,
15479,1991-09-01,Victoria: British Columbia,House only,165.7,,,
15480,1991-09-01,Victoria: British Columbia,Land only,55.9,,,
15481,1991-10-01,Canada,Total (house and land),56.2,,,
15482,1991-10-01,Canada,House only,52.4,,,
15483,1991-10-01,Canada,Land only,64.1,,,
15484,1991-10-01,Atlantic Region,Total (house and land),59.2,,,
15485,1991-10-01,Atlantic Region,House only,60.4,,,
15486,1991-10-01,Atlantic Region,Land only,54.9,,,
15487,1991-10-01,Newfoundland and Labrador,Total (house and land),49.6,,,
15488,1991-10-01,Newfoundland and Labrador,House only,50.8,,,
15489,1991-10-01,Newfoundland and Labrador,Land only,46,,,
15490,1991-10-01,St. John's: Newfoundland and Labrador,Total (house and land),49.6,,,
15491,1991-10-01,St. John's: Newfoundland and Labrador,House only,50.8,,,
15492,1991-10-01,St. John's: Newfoundland and Labrador,Land only,46,,,
15493,1991-10-01,Prince Edward Island,Total (house and land),0,,,
15494,1991-10-01,Prince Edward Island,House only,0,,,
15495,1991-10-01,Prince Edward Island,Land only,0,,,
15496,1991-10-01,Charlottetown: Prince Edward Island,Total (house and land),0,,,
15497,1991-10-01,Charlottetown: Prince Edward Island,House only,0,,,
15498,1991-10-01,Charlottetown: Prince Edward Island,Land only,0,,,
15499,1991-10-01,Nova Scotia,Total (house and land),55.9,,,
15500,1991-10-01,Nova Scotia,House only,54.3,,,
15501,1991-10-01,Nova Scotia,Land only,60.8,,,
15502,1991-10-01,Halifax: Nova Scotia,Total (house and land),55.9,,,
15503,1991-10-01,Halifax: Nova Scotia,House only,54.3,,,
15504,1991-10-01,Halifax: Nova Scotia,Land only,60.8,,,
15505,1991-10-01,New Brunswick,Total (house and land),82.5,,,
15506,1991-10-01,New Brunswick,House only,84.4,,,
15507,1991-10-01,New Brunswick,Land only,77.7,,,
15508,1991-10-01,Saint John: Fredericton: and Moncton: New Brunswick,Total (house and land),82.5,,,
15509,1991-10-01,Saint John: Fredericton: and Moncton: New Brunswick,House only,84.4,,,
15510,1991-10-01,Saint John: Fredericton: and Moncton: New Brunswick,Land only,77.7,,,
15511,1991-10-01,Quebec,Total (house and land),54,,,
15512,1991-10-01,Quebec,House only,55.1,,,
15513,1991-10-01,Quebec,Land only,51.2,,,
15514,1991-10-01,Quebec: Quebec,Total (house and land),56.1,,,
15515,1991-10-01,Quebec: Quebec,House only,62.3,,,
15516,1991-10-01,Quebec: Quebec,Land only,43.3,,,
15517,1991-10-01,Sherbrooke: Quebec,Total (house and land),0,,,
15518,1991-10-01,Sherbrooke: Quebec,House only,0,,,
15519,1991-10-01,Sherbrooke: Quebec,Land only,0,,,
15520,1991-10-01,Trois-Rivieres: Quebec,Total (house and land),0,,,
15521,1991-10-01,Trois-Rivieres: Quebec,House only,0,,,
15522,1991-10-01,Trois-Rivieres: Quebec,Land only,0,,,
15523,1991-10-01,Montreal: Quebec,Total (house and land),53.6,,,
15524,1991-10-01,Montreal: Quebec,House only,53.7,,,
15525,1991-10-01,Montreal: Quebec,Land only,53.8,,,
15526,1991-10-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,Total (house and land),0,,,
15527,1991-10-01,Ottawa-Gatineau: Quebec part: Ontario/Quebec,House only,0,,,
