ID,REF_DATE,GEO,NHPI,VALUE,,,
25507,1998-09-01,Kitchener-Cambridge-Waterloo: Ontario,Total (house and land),61.8,,,
25508,1998-09-01,Kitchener-Cambridge-Waterloo: Ontario,House only,55,,,
25509,1998-09-01,Kitchener-Cambridge-Waterloo: Ontario,Land only,82.9,,,
25510,1998-09-01,Guelph: Ontario,Total (house and land),0,,,
25511,1998-09-01,Guelph: Ontario,House only,0,,,
25512,1998-09-01,Guelph: Ontario,Land only,0,,,
25513,1998-09-01,London: Ontario,Total (house and land),60.9,,,
25514,1998-09-01,London: Ontario,House only,54.4,,,
25515,1998-09-01,London: Ontario,Land only,90.4,,,
25516,1998-09-01,Windsor: Ontario,Total (house and land),91.2,,,
25517,1998-09-01,Windsor: Ontario,House only,94.2,,,
25518,1998-09-01,Windsor: Ontario,Land only,84.9,,,
25519,1998-09-01,Greater Sudbury: Ontario,Total (house and land),83.6,,,
25520,1998-09-01,Greater Sudbury: Ontario,House only,84.2,,,
25521,1998-09-01,Greater Sudbury: Ontario,Land only,81.1,,,
25522,1998-09-01,Prairie Region,Total (house and land),43.6,,,
25523,1998-09-01,Prairie Region,House only,45.2,,,
25524,1998-09-01,Prairie Region,Land only,40.8,,,
25525,1998-09-01,Manitoba,Total (house and land),43.5,,,
25526,1998-09-01,Manitoba,House only,47.2,,,
25527,1998-09-01,Manitoba,Land only,34.8,,,
25528,1998-09-01,Winnipeg: Manitoba,Total (house and land),43.5,,,
25529,1998-09-01,Winnipeg: Manitoba,House only,47.2,,,
25530,1998-09-01,Winnipeg: Manitoba,Land only,34.8,,,
25531,1998-09-01,Saskatchewan,Total (house and land),40.4,,,
25532,1998-09-01,Saskatchewan,House only,41.7,,,
25533,1998-09-01,Saskatchewan,Land only,37,,,
25534,1998-09-01,Regina: Saskatchewan,Total (house and land),35.6,,,
25535,1998-09-01,Regina: Saskatchewan,House only,36.8,,,
25536,1998-09-01,Regina: Saskatchewan,Land only,32.1,,,
25537,1998-09-01,Saskatoon: Saskatchewan,Total (house and land),44.7,,,
25538,1998-09-01,Saskatoon: Saskatchewan,House only,46.4,,,
25539,1998-09-01,Saskatoon: Saskatchewan,Land only,40.4,,,
25540,1998-09-01,Alberta,Total (house and land),44,,,
25541,1998-09-01,Alberta,House only,45.5,,,
25542,1998-09-01,Alberta,Land only,41.7,,,
25543,1998-09-01,Calgary: Alberta,Total (house and land),40.4,,,
25544,1998-09-01,Calgary: Alberta,House only,41.3,,,
25545,1998-09-01,Calgary: Alberta,Land only,39.2,,,
25546,1998-09-01,Edmonton: Alberta,Total (house and land),48.7,,,
25547,1998-09-01,Edmonton: Alberta,House only,51.4,,,
25548,1998-09-01,Edmonton: Alberta,Land only,44.1,,,
25549,1998-09-01,British Columbia,Total (house and land),77.2,,,
25550,1998-09-01,British Columbia,House only,74.8,,,
25551,1998-09-01,British Columbia,Land only,83.9,,,
25552,1998-09-01,Kelowna: British Columbia,Total (house and land),0,,,
25553,1998-09-01,Kelowna: British Columbia,House only,0,,,
25554,1998-09-01,Kelowna: British Columbia,Land only,0,,,
25555,1998-09-01,Vancouver: British Columbia,Total (house and land),75.8,,,
25556,1998-09-01,Vancouver: British Columbia,House only,71.8,,,
25557,1998-09-01,Vancouver: British Columbia,Land only,87.3,,,
25558,1998-09-01,Victoria: British Columbia,Total (house and land),90.2,,,
25559,1998-09-01,Victoria: British Columbia,House only,112.3,,,
25560,1998-09-01,Victoria: British Columbia,Land only,61.9,,,
25561,1998-10-01,Canada,Total (house and land),56.2,,,
25562,1998-10-01,Canada,House only,52.3,,,
25563,1998-10-01,Canada,Land only,66.4,,,
25564,1998-10-01,Atlantic Region,Total (house and land),61.1,,,
25565,1998-10-01,Atlantic Region,House only,62.3,,,
25566,1998-10-01,Atlantic Region,Land only,57.2,,,
25567,1998-10-01,Newfoundland and Labrador,Total (house and land),47.7,,,
25568,1998-10-01,Newfoundland and Labrador,House only,48.7,,,
25569,1998-10-01,Newfoundland and Labrador,Land only,45.1,,,
25570,1998-10-01,St. John's: Newfoundland and Labrador,Total (house and land),47.7,,,
25571,1998-10-01,St. John's: Newfoundland and Labrador,House only,48.7,,,
25572,1998-10-01,St. John's: Newfoundland and Labrador,Land only,45.1,,,
25573,1998-10-01,Prince Edward Island,Total (house and land),83.5,,,
25574,1998-10-01,Prince Edward Island,House only,88,,,
25575,1998-10-01,Prince Edward Island,Land only,65.5,,,
25576,1998-10-01,Charlottetown: Prince Edward Island,Total (house and land),83.5,,,
25577,1998-10-01,Charlottetown: Prince Edward Island,House only,88,,,
25578,1998-10-01,Charlottetown: Prince Edward Island,Land only,65.5,,,
